,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited,Binned-Age
3503,543,35,5,137482.19,1,0,0,62389.35,0,4,742,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3504,490,37,3,116465.53,1,0,1,24435.77,0,5,645,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3505,640,45,1,0.0,1,1,1,10908.33,0,4,391,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3506,445,45,10,0.0,2,0,1,90977.48,0,1,797,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3507,761,36,9,127637.92,1,1,1,81062.93,0,2,860,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3508,426,34,3,0.0,2,1,1,61230.83,0,4,353,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3509,777,37,1,0.0,1,1,1,126837.72,0,2,472,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3510,534,35,2,81951.74,2,1,0,115668.53,0,2,636,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3511,777,42,5,147531.82,1,1,1,38819.45,0,3,498,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,41-60
3512,806,18,3,0.0,2,1,1,86994.54,0,2,768,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0-20
3513,790,33,10,135120.72,1,0,0,195204.99,0,3,522,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3514,643,32,2,0.0,1,0,0,131301.74,0,2,691,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3515,584,37,8,0.0,2,0,1,100835.19,0,2,937,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3516,638,34,7,0.0,2,1,1,198969.78,0,4,577,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3517,771,18,1,0.0,2,0,0,41542.95,0,1,371,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0-20
3518,600,39,5,0.0,2,0,0,118272.07,0,4,225,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3519,661,41,5,28082.95,1,1,0,69586.27,1,1,605,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
3520,554,43,10,0.0,2,1,0,149629.13,1,4,870,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,41-60
3521,627,49,4,111087.5,1,0,1,146680.25,0,5,900,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3522,659,38,9,0.0,2,1,1,132809.18,0,3,268,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3523,835,35,6,127120.07,1,1,0,28707.69,0,2,525,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3524,763,35,7,115651.6,2,1,1,104706.29,0,4,231,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3525,625,31,4,77743.01,2,1,0,75335.68,0,5,626,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3526,799,30,9,0.0,2,1,0,136827.96,0,5,888,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3528,692,28,5,61581.97,1,1,1,70179.91,0,3,963,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3529,623,24,5,0.0,2,1,0,116160.04,0,1,776,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3530,453,42,5,0.0,3,1,0,83008.49,1,1,791,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,41-60
3532,778,37,0,105617.73,2,1,1,133699.82,1,1,607,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
3533,695,42,5,0.0,1,0,1,72172.13,1,5,583,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
3534,677,44,4,148770.61,2,1,1,191057.76,0,2,277,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
3535,662,37,5,94901.09,1,1,1,48233.75,0,1,579,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3536,534,29,7,174851.9,1,1,1,79178.31,0,1,342,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3537,602,59,7,0.0,2,1,1,162347.05,0,3,280,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3538,554,43,2,120847.11,1,1,0,7611.61,1,3,646,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,41-60
3539,667,42,6,0.0,1,1,0,88890.05,0,3,905,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3540,672,43,5,0.0,1,0,0,63833.09,0,4,333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
3541,838,67,4,103267.8,1,1,1,78310.04,0,5,241,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,61-80
3542,692,34,4,109699.08,1,1,1,37898.91,0,2,489,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3543,675,49,8,135133.39,1,0,1,179521.24,1,4,229,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,41-60
3544,731,33,1,0.0,1,1,0,130726.96,0,1,462,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3545,468,32,8,137649.47,1,0,0,198714.29,0,4,929,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3546,542,43,6,113567.94,1,1,0,89543.25,0,5,237,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3547,662,35,6,0.0,2,0,0,2423.9,1,4,730,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3548,770,37,5,141547.26,2,0,1,180326.83,0,2,890,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3549,675,61,5,62055.17,3,1,0,166305.16,1,4,716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,61-80
3550,647,51,4,131156.76,1,1,0,29883.63,0,3,531,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
3551,604,31,6,134837.58,1,1,0,192029.19,0,3,359,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3552,833,39,3,0.0,2,1,0,1710.89,0,1,779,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3553,741,40,4,104784.23,1,1,0,135163.76,1,5,417,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,21-40
3554,658,36,1,0.0,2,0,1,84927.42,0,1,374,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3555,528,36,1,156948.41,1,1,1,149912.28,1,2,711,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
3556,590,60,6,147751.75,1,1,0,88206.04,1,3,289,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3557,675,34,1,124619.33,2,0,1,163667.56,0,1,674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3558,765,41,4,124182.21,1,0,0,100153.43,0,1,318,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3559,650,64,7,142028.36,1,1,0,32275.09,1,3,602,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,61-80
3560,817,44,8,0.0,1,0,0,65501.91,1,5,681,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
3561,699,31,10,125837.86,2,1,0,189392.66,0,1,409,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3562,495,34,9,117160.32,1,1,1,116069.24,1,1,715,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3563,491,61,8,0.0,2,0,1,139861.53,0,4,973,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,61-80
3564,847,51,5,97565.74,1,0,0,144184.06,1,3,530,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,41-60
3565,676,30,5,0.0,2,0,1,157888.5,0,4,608,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3566,746,25,3,104833.79,1,0,0,71911.3,0,2,367,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3567,470,31,2,101675.22,2,1,0,45033.75,0,1,788,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3568,714,20,3,0.0,2,0,1,150465.93,0,1,245,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0-20
3569,695,50,8,0.0,1,1,0,126381.6,1,2,680,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
3570,674,46,2,174701.05,1,1,0,90189.72,1,4,410,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
3571,664,36,6,71142.77,2,1,0,122433.09,0,3,856,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3572,697,31,3,108805.42,2,0,1,123825.83,0,1,342,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3573,670,68,4,0.0,2,1,1,11426.7,0,5,775,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,61-80
3574,541,32,4,0.0,1,1,1,114951.42,0,4,459,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3575,640,66,9,116037.76,1,0,1,184636.05,0,1,909,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,61-80
3576,647,28,8,0.0,2,1,1,91055.27,0,4,356,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3577,757,23,2,80673.96,2,1,0,93991.65,0,5,277,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3578,704,39,1,124640.51,1,1,0,116511.12,1,5,565,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3579,778,31,9,182275.23,2,1,0,190631.23,0,4,717,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3580,639,41,5,98635.77,1,1,0,199970.74,0,3,391,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
3581,637,33,5,0.0,2,1,0,139947.17,0,5,241,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3582,686,35,4,0.0,1,1,0,8816.37,0,2,656,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3583,577,43,8,79757.21,1,1,0,135650.72,1,3,270,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,41-60
3584,506,28,8,53053.76,1,0,1,24577.34,0,3,340,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3585,757,28,7,120911.75,2,1,1,131249.46,0,1,411,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3586,826,55,4,115285.85,1,1,0,140126.17,0,2,712,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
3587,721,41,2,0.0,2,1,0,168219.75,0,4,672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3588,489,40,3,221532.8,1,1,0,171867.08,0,5,636,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3589,446,51,4,105056.13,1,0,0,70613.52,0,2,731,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,41-60
3590,677,37,3,88363.03,1,0,1,117946.3,0,2,276,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3591,769,29,2,123757.52,2,1,0,84872.66,0,2,503,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3592,677,56,5,123959.97,1,1,1,60590.72,1,1,809,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
3593,555,62,10,114822.64,1,0,1,8444.5,0,3,291,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,61-80
3594,652,37,9,145219.3,1,1,0,159132.83,0,4,910,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3595,722,32,5,106807.64,1,1,1,76998.69,0,5,659,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3596,643,36,0,148159.71,1,0,0,55835.66,0,1,309,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3597,796,40,1,99745.95,1,1,0,177524.19,0,2,547,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3598,720,37,8,156282.79,1,1,0,45985.52,0,1,390,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3599,613,41,7,0.0,2,1,0,60297.72,0,3,776,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
3600,506,57,6,0.0,2,0,1,194421.12,1,2,844,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
3601,608,50,6,0.0,1,1,0,93568.77,1,4,343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,41-60
3603,750,47,7,121376.15,2,1,0,54473.6,1,2,803,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
3604,610,33,4,111582.11,1,0,0,113943.17,0,4,692,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3605,588,34,10,129417.82,1,1,0,153727.32,0,3,300,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3606,479,26,1,0.0,2,1,1,19116.97,0,4,671,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3607,682,37,5,0.0,2,0,1,112554.68,0,3,897,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3608,677,36,7,0.0,1,1,0,47318.75,0,5,784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3609,850,40,6,94607.08,1,1,0,36690.49,0,5,460,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3610,580,56,1,131368.3,1,1,0,106918.67,1,1,796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3611,746,21,8,166883.07,2,0,1,194563.65,0,3,261,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3612,635,37,3,0.0,2,1,0,91086.73,0,2,413,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3613,664,25,6,172812.72,2,1,1,108008.65,0,3,644,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3614,558,36,0,126606.63,2,1,1,172363.52,0,4,769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3615,415,46,9,134950.19,3,0,0,178587.36,1,2,621,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
3616,798,60,6,96956.1,1,1,0,31907.44,1,1,703,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3617,792,29,4,107601.79,1,1,0,18922.18,1,1,510,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3618,489,46,8,92060.06,1,1,0,147222.95,1,2,865,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
3619,730,33,0,0.0,2,1,0,1474.79,0,2,506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3620,773,41,4,0.0,2,1,1,24924.92,0,2,667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3621,711,36,9,137688.71,1,1,1,46884.1,0,5,458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3622,592,55,8,85845.43,2,1,1,128918.42,0,2,564,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3623,695,27,6,125552.96,1,1,0,105291.26,0,1,551,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3624,640,33,1,167298.42,1,0,1,145381.65,0,1,892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3625,470,31,4,55732.92,2,1,1,103792.53,0,5,397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3626,789,37,6,110689.07,1,1,1,71121.04,1,1,792,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,21-40
3627,604,39,7,98544.11,1,1,1,52327.57,0,2,668,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3628,493,35,8,178317.6,1,0,0,197428.64,0,1,738,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3629,671,48,8,115713.84,2,0,0,83210.84,0,2,759,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
3630,656,46,9,143267.14,2,0,0,193099.43,0,1,717,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,41-60
3631,739,19,5,89750.21,1,1,0,193008.52,0,3,585,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0-20
3632,560,26,3,116576.45,1,1,0,157567.37,0,4,440,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3633,827,47,8,143001.5,2,1,0,108977.5,0,4,265,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,41-60
3634,681,23,7,157761.56,1,0,0,147759.84,0,2,874,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3635,740,37,5,0.0,2,1,1,27528.4,0,5,798,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3636,663,31,4,103430.11,2,0,1,36479.27,0,4,992,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3637,845,52,0,0.0,1,1,0,31726.76,1,4,408,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
3638,555,27,5,0.0,2,0,0,96398.51,0,3,506,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3639,680,48,8,115115.38,1,1,0,139558.6,1,2,813,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3640,638,39,0,122501.28,2,1,1,95007.8,0,1,492,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3641,640,62,3,0.0,1,1,1,101663.47,0,3,395,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,61-80
3642,778,42,6,0.0,2,1,1,106197.44,0,5,499,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3643,679,45,3,146758.24,1,1,0,48466.89,0,4,873,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3644,593,32,3,0.0,2,1,1,151978.36,0,3,571,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3645,788,55,3,0.0,1,0,1,13288.46,1,5,751,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,41-60
3647,729,67,2,94203.8,1,0,1,102391.06,0,2,948,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,61-80
3648,545,47,8,105792.49,1,0,1,67830.2,1,5,830,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,41-60
3649,597,41,4,153198.23,1,1,1,92090.36,0,1,342,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
3650,537,38,3,0.0,2,0,0,141023.01,0,3,412,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3652,542,34,8,101116.06,1,1,0,196395.05,0,4,987,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3653,688,46,0,74458.25,1,0,1,6866.31,0,1,752,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,41-60
3654,542,33,8,142871.27,2,0,0,77737.86,0,1,888,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3655,754,35,6,98585.94,2,0,1,106116.84,0,3,765,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3656,750,37,6,0.0,1,1,1,117948.0,1,2,298,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,21-40
3657,731,30,7,0.0,2,1,1,184581.68,0,2,781,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3658,699,43,3,80764.03,1,1,0,199378.58,1,3,490,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,41-60
3659,534,42,9,144801.97,1,0,1,12483.39,1,3,771,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3660,494,27,2,0.0,2,1,0,22404.64,0,2,488,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3661,497,35,7,110053.62,2,1,1,92887.06,0,4,748,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3662,632,28,5,118890.81,1,0,1,145157.97,0,3,756,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3663,724,31,5,0.0,1,1,0,134889.95,1,2,246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,21-40
3664,751,37,0,151218.98,1,1,1,109309.29,0,4,794,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,21-40
3665,733,42,9,150507.21,1,0,1,169964.12,0,3,296,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3666,701,21,9,0.0,2,1,1,26327.42,0,3,434,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3667,525,33,4,131023.76,2,0,0,55072.93,0,1,253,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3668,666,44,2,122314.5,1,0,0,68574.88,1,5,837,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,41-60
3669,653,29,2,0.0,2,1,1,41671.81,0,5,718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3670,850,28,4,0.0,2,1,1,12409.01,0,5,242,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3671,646,52,6,111739.4,2,0,1,68367.18,0,1,234,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,41-60
3672,750,43,6,113882.31,1,1,1,74564.41,0,5,526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,41-60
3673,764,24,7,98148.61,1,1,0,26843.76,0,1,275,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3674,658,32,9,0.0,2,1,0,156774.75,0,4,384,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3675,727,32,1,59271.82,1,1,1,46019.43,0,2,973,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3676,687,31,2,0.0,2,0,1,145411.39,0,3,347,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
3677,631,33,2,0.0,2,1,1,158268.84,0,1,246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3678,797,30,10,69413.44,1,1,1,74637.57,0,4,856,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3679,650,25,7,160599.06,2,1,1,28391.52,0,3,268,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,21-40
3680,850,22,3,0.0,1,1,1,144385.54,0,4,495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21-40
3681,676,40,2,147803.48,1,1,0,95181.06,1,5,275,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3682,620,44,8,0.0,2,1,1,15627.51,0,5,940,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,41-60
3683,576,52,9,170228.59,2,0,0,148477.57,1,5,364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,41-60
3684,482,35,2,133111.73,1,0,1,79957.95,0,3,956,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21-40
3685,695,39,5,0.0,2,0,0,102763.69,0,3,320,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3686,706,18,2,176139.5,2,1,0,129654.22,0,3,405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0-20
3687,668,32,2,0.0,2,1,1,40652.33,0,3,237,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3688,679,35,1,110245.13,1,1,1,178291.09,0,5,728,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3689,703,45,5,0.0,2,1,0,131906.44,0,3,599,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,41-60
3690,670,67,6,158719.57,1,1,1,118607.4,0,3,392,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,61-80
3692,613,35,4,123557.65,2,0,1,170903.4,0,3,438,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,21-40
3693,742,60,4,0.0,1,1,1,13161.66,1,1,358,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,41-60
3694,608,33,4,0.0,1,1,0,79304.38,1,2,820,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21-40
3695,571,40,10,112896.86,1,1,1,121402.53,0,2,305,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,21-40
3696,595,39,7,120962.13,1,0,0,23305.01,0,3,359,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,21-40
3697,745,48,10,96048.55,1,1,0,74510.65,0,1,701,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,41-60
3698,589,21,3,0.0,2,0,1,55601.44,0,1,427,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21-40
