,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited
1091,634,1,48,2,107247.69,1,1,1,103712.05,1,5,674,0,1,0,0,1,0,0,1
1092,619,0,52,8,124099.13,1,0,0,23904.52,0,1,621,0,1,0,0,0,0,1,0
1093,523,0,73,7,0.0,2,0,0,130883.9,1,5,566,1,0,0,1,0,0,0,1
1094,571,1,40,5,0.0,2,0,0,72849.29,0,2,557,1,0,0,0,0,0,1,0
1095,666,0,37,2,158468.76,1,0,1,93266.01,0,3,630,0,1,0,1,0,0,0,0
1096,573,1,56,3,154669.77,1,0,1,115462.27,1,5,454,0,0,1,0,0,0,1,1
1097,618,0,42,2,0.0,4,0,0,111097.39,1,5,398,1,0,0,0,0,1,0,1
1098,641,1,35,5,0.0,2,1,0,93148.93,0,4,747,1,0,0,0,1,0,0,0
1099,745,1,25,5,157993.15,2,1,0,146041.45,0,1,395,1,0,0,0,0,0,1,0
1100,631,1,37,8,138292.64,2,0,0,152422.91,1,3,647,0,1,0,1,0,0,0,1
1101,723,0,40,7,142856.95,2,0,0,38019.74,0,5,522,1,0,0,0,0,1,0,0
1102,520,0,46,10,85216.61,1,1,0,117369.52,1,1,669,1,0,0,0,1,0,0,1
1103,614,1,38,2,116248.88,1,1,0,105140.92,0,3,762,1,0,0,1,0,0,0,0
1104,647,1,44,4,93960.35,1,1,0,36579.53,1,2,417,0,1,0,0,0,0,1,1
1105,734,0,43,3,55853.33,2,0,1,94811.85,1,1,263,0,0,1,0,0,1,0,1
1106,598,1,59,8,118210.42,2,0,0,60192.14,1,4,622,0,1,0,1,0,0,0,1
1107,650,1,23,4,93911.3,2,1,0,69055.45,0,5,774,0,1,0,0,0,1,0,0
1108,562,1,33,8,92659.2,2,1,0,1354.25,0,2,374,0,1,0,0,1,0,0,0
1109,548,1,33,6,0.0,1,1,1,31728.35,0,4,855,0,0,1,0,1,0,0,0
1110,656,0,39,6,0.0,2,1,0,141069.88,0,4,638,1,0,0,1,0,0,0,0
1111,754,0,55,3,161608.81,1,1,0,8080.85,1,4,810,0,1,0,0,1,0,0,1
1112,713,1,42,0,109121.71,1,0,1,167873.49,0,5,872,0,0,1,0,1,0,0,0
1113,850,0,36,6,143644.16,1,1,0,22102.25,1,3,728,0,1,0,0,0,1,0,1
1114,713,1,38,6,116980.78,2,0,1,76038.38,0,3,503,0,0,1,0,1,0,0,0
1115,710,1,22,8,0.0,3,1,0,107292.91,0,4,565,0,0,1,1,0,0,0,0
1116,794,0,62,9,123681.32,3,1,0,173586.63,1,5,247,1,0,0,0,0,0,1,1
1117,700,1,54,1,79415.67,1,0,1,139735.54,0,5,546,0,0,1,0,0,1,0,0
1118,676,1,33,6,171490.78,1,0,0,79099.64,0,3,248,1,0,0,0,1,0,0,0
1119,661,0,32,1,145980.23,1,0,1,56636.28,0,3,883,0,1,0,1,0,0,0,0
1120,608,0,40,8,121729.42,1,0,0,61164.45,0,4,802,0,1,0,1,0,0,0,0
1121,766,0,28,3,62717.84,2,1,1,13182.43,0,1,808,0,1,0,0,1,0,0,0
1122,688,1,29,9,144553.5,2,1,0,143454.95,0,4,270,0,1,0,0,0,0,1,0
1123,764,0,33,9,168964.77,1,0,1,118982.51,0,2,915,0,0,1,0,1,0,0,0
1124,800,0,40,3,75893.11,2,1,0,132562.23,0,5,513,1,0,0,0,0,1,0,0
1125,465,1,33,8,0.0,2,1,0,177668.55,0,4,507,1,0,0,1,0,0,0,0
1126,635,0,34,5,98683.47,2,1,0,15733.19,0,3,558,0,0,1,0,0,0,1,0
1127,759,0,33,2,0.0,2,1,0,56583.88,0,1,428,1,0,0,0,0,0,1,0
1128,850,0,43,8,92244.83,2,1,0,54949.73,0,2,304,0,1,0,0,0,1,0,0
1129,728,0,43,5,0.0,1,1,1,120088.17,0,5,924,0,0,1,0,1,0,0,0
1130,667,0,24,4,0.0,2,0,1,34335.55,0,5,560,1,0,0,1,0,0,0,0
1131,664,1,32,5,133705.74,1,0,0,134455.84,0,1,977,0,0,1,0,0,0,1,0
1132,651,1,35,7,74623.5,3,1,0,129451.29,1,2,515,1,0,0,0,0,0,1,1
1133,453,0,28,3,139986.65,1,1,0,136846.75,0,2,816,0,1,0,0,1,0,0,0
1134,735,1,46,2,106344.95,1,1,0,114371.33,1,4,287,0,1,0,1,0,0,0,1
1135,713,1,44,1,63438.91,1,1,0,64375.4,0,5,658,1,0,0,0,1,0,0,0
1136,646,1,30,5,98014.74,1,1,1,12757.14,0,4,329,1,0,0,0,0,1,0,0
1137,627,1,23,5,184244.86,1,1,0,103099.22,0,2,971,0,1,0,0,0,0,1,0
1138,654,1,29,2,91955.61,1,1,0,37065.66,0,2,375,1,0,0,1,0,0,0,0
1139,816,0,40,9,109003.26,1,1,1,79580.56,0,1,592,0,1,0,1,0,0,0,0
1140,692,0,43,10,118588.83,1,1,1,161241.65,1,5,443,0,1,0,1,0,0,0,1
1141,756,1,34,1,103133.26,1,1,1,90059.04,0,4,527,1,0,0,0,0,0,1,0
1142,501,1,42,9,114631.23,1,0,1,91429.74,0,4,450,1,0,0,0,0,0,1,0
1143,775,1,45,8,0.0,1,1,0,130376.68,0,4,805,1,0,0,1,0,0,0,0
1144,648,0,40,5,139973.65,1,1,1,667.66,1,2,579,0,1,0,0,1,0,0,1
1145,660,1,28,1,118402.25,2,1,0,14288.93,0,1,965,0,1,0,0,0,1,0,0
1146,492,0,38,8,57068.43,2,1,0,188974.81,0,3,914,0,1,0,0,0,1,0,0
1147,683,0,49,7,108797.63,2,0,0,140763.18,0,3,820,0,1,0,0,0,0,1,0
1148,773,1,41,4,0.0,2,1,1,24924.92,0,2,667,1,0,0,0,0,1,0,0
1149,624,1,27,9,94667.29,2,0,1,4470.52,0,1,958,0,1,0,0,0,1,0,0
1150,590,0,51,3,154962.99,3,0,1,191932.27,1,1,759,0,0,1,0,0,0,1,1
1151,667,0,56,8,137464.04,1,1,0,130846.79,1,3,235,0,1,0,0,0,1,0,1
1152,747,0,32,5,67495.04,2,0,1,77370.37,0,4,885,0,1,0,0,0,1,0,0
1153,671,0,42,3,0.0,2,1,1,128449.33,0,2,931,0,0,1,1,0,0,0,0
1154,727,0,31,10,96997.09,2,0,0,76614.04,0,2,550,0,0,1,1,0,0,0,0
1155,803,0,40,6,165526.71,1,1,0,12328.08,0,3,880,1,0,0,0,0,0,1,0
1156,850,0,35,6,81684.97,1,1,0,824.0,0,5,576,1,0,0,0,0,0,1,0
1157,714,0,26,9,89928.99,1,1,0,46203.31,0,5,675,1,0,0,1,0,0,0,0
1158,766,1,44,3,116822.7,1,0,0,197643.24,0,1,544,0,1,0,0,0,1,0,0
1159,805,1,24,6,143221.35,2,1,0,186035.72,0,5,545,0,1,0,1,0,0,0,0
1160,665,1,63,7,104469.58,1,1,1,25165.36,1,2,941,0,1,0,0,0,1,0,1
1161,601,0,48,8,120782.7,1,1,0,63940.68,1,2,587,0,1,0,1,0,0,0,1
1162,692,1,49,6,110540.43,2,0,1,107472.99,0,1,891,0,1,0,0,0,1,0,0
1163,694,0,31,10,0.0,2,1,0,160990.27,0,3,673,1,0,0,0,0,0,1,0
1164,550,0,30,4,0.0,2,1,0,89216.29,0,3,484,1,0,0,0,1,0,0,0
1165,715,1,31,7,0.0,1,1,1,149970.59,0,1,707,0,0,1,0,0,1,0,0
1166,496,1,32,4,127845.83,1,1,0,66469.2,0,4,512,1,0,0,0,0,0,1,0
1167,669,0,30,7,139872.81,1,1,0,188795.85,0,3,302,0,1,0,0,0,0,1,0
1168,708,0,64,5,0.0,3,0,1,112520.07,1,2,465,0,0,1,0,0,1,0,1
1169,607,1,25,3,0.0,2,0,0,187048.72,0,3,624,1,0,0,1,0,0,0,0
1170,660,0,31,6,172325.67,1,0,1,45438.38,0,4,223,1,0,0,0,0,1,0,0
1171,697,0,76,7,0.0,2,0,1,188772.45,0,3,733,1,0,0,1,0,0,0,0
1172,431,1,37,0,120764.08,1,1,1,117023.08,0,2,389,1,0,0,0,0,0,1,0
1173,850,1,39,6,206014.94,2,0,1,42774.84,1,5,748,0,0,1,0,0,1,0,1
1174,533,0,35,8,0.0,2,1,1,187900.12,0,3,558,1,0,0,0,0,1,0,0
1175,505,0,37,6,159863.9,2,0,1,125307.87,0,1,421,0,1,0,0,1,0,0,0
1176,641,1,37,7,0.0,2,1,0,75248.3,0,2,516,1,0,0,0,0,1,0,0
1177,648,1,42,4,0.0,2,1,0,19283.14,0,2,759,1,0,0,0,1,0,0,0
1178,779,0,29,3,46388.16,3,1,0,127939.26,1,3,922,1,0,0,1,0,0,0,1
1179,583,0,27,4,0.0,3,1,0,163113.41,0,1,484,1,0,0,1,0,0,0,0
1180,640,0,43,9,94752.49,1,1,0,184006.36,1,4,523,0,1,0,1,0,0,0,1
1181,707,1,73,6,66573.17,1,1,1,62768.8,0,3,884,1,0,0,0,1,0,0,0
1182,652,1,45,2,151421.44,1,0,1,115333.43,0,2,388,0,1,0,0,1,0,0,0
1183,724,0,40,6,110054.45,1,1,1,86950.72,0,2,680,1,0,0,0,0,0,1,0
1184,758,1,35,7,0.0,2,1,0,77951.84,0,3,560,1,0,0,1,0,0,0,0
1185,580,1,44,9,143391.07,1,0,0,146891.07,1,4,567,0,1,0,0,1,0,0,1
1186,586,0,60,3,47020.65,2,0,1,63241.21,1,3,850,1,0,0,0,0,1,0,1
1187,639,1,32,9,0.0,2,1,0,111340.36,0,4,846,1,0,0,0,1,0,0,0
1188,749,1,38,9,129378.32,1,1,1,13549.34,0,4,633,0,0,1,1,0,0,0,0
1189,714,1,39,3,149887.49,2,1,0,63846.36,0,4,235,0,1,0,0,0,0,1,0
1190,644,0,31,5,86006.3,1,1,1,73922.95,0,2,274,0,0,1,0,0,0,1,0
1191,611,0,53,7,0.0,2,0,1,156495.39,1,1,843,1,0,0,0,1,0,0,1
1192,743,1,45,10,144677.19,3,1,0,22512.44,1,3,471,0,1,0,0,1,0,0,1
1193,606,0,36,10,0.0,2,0,1,155641.46,0,2,813,1,0,0,0,0,0,1,0
1194,661,1,33,9,0.0,2,1,1,84174.81,0,2,873,1,0,0,1,0,0,0,0
1195,508,0,31,7,0.0,2,1,1,6123.15,0,4,573,1,0,0,0,1,0,0,0
1196,782,1,42,7,126428.38,1,1,0,39830.1,0,1,367,0,1,0,0,1,0,0,0
1197,477,1,31,9,0.0,2,0,1,184061.17,0,1,295,0,0,1,0,0,0,1,0
1198,583,0,27,1,125406.58,1,1,1,110784.42,0,1,992,1,0,0,0,0,1,0,0
1199,612,1,32,9,106520.73,2,1,0,177092.16,0,3,821,0,1,0,0,1,0,0,0
1200,510,0,30,0,0.0,2,1,1,130553.47,0,2,430,1,0,0,1,0,0,0,0
1201,540,1,39,1,0.0,1,0,1,108419.41,0,2,727,0,0,1,1,0,0,0,0
1202,624,1,55,7,118793.6,1,1,1,95022.02,1,4,503,1,0,0,1,0,0,0,1
1203,445,0,30,3,0.0,2,1,1,127939.19,0,2,842,1,0,0,0,0,1,0,0
1204,688,1,26,1,0.0,2,1,1,104435.94,0,2,381,1,0,0,0,0,1,0,0
1205,726,0,38,5,126875.62,1,1,0,128052.29,0,2,514,1,0,0,0,0,1,0,0
1206,556,0,30,7,0.0,2,1,1,186648.19,0,3,356,1,0,0,0,1,0,0,0
1207,814,0,31,6,87772.52,1,1,0,188516.45,0,3,870,1,0,0,0,0,0,1,0
1208,564,0,33,4,135946.26,1,1,0,63170.0,0,3,696,1,0,0,1,0,0,0,0
1209,802,1,41,5,0.0,2,1,1,134626.3,0,2,349,0,0,1,0,0,1,0,0
1210,665,0,41,8,96147.55,1,1,0,137037.97,0,3,280,1,0,0,0,0,1,0,0
1211,781,0,29,6,98759.89,1,0,0,112202.64,0,2,494,0,0,1,0,1,0,0,0
1212,808,1,45,7,118626.55,2,1,0,147132.46,0,1,559,1,0,0,0,0,0,1,0
1213,733,1,39,5,91538.51,1,1,1,93783.0,0,3,336,0,1,0,0,0,1,0,0
1214,802,1,37,9,115569.21,1,0,1,119782.89,0,1,927,0,1,0,0,1,0,0,0
1215,560,0,44,5,143244.97,1,1,0,98661.27,0,5,768,1,0,0,1,0,0,0,0
1216,649,1,39,3,113096.41,1,1,1,60335.24,0,5,946,1,0,0,0,0,1,0,0
1217,582,1,26,4,65848.36,2,1,0,30149.21,0,1,518,0,0,1,0,0,0,1,0
1218,680,1,32,7,175454.0,1,0,1,77349.92,0,2,772,0,1,0,0,0,1,0,0
1219,519,0,57,2,119035.35,2,1,1,29871.79,0,3,689,0,0,1,0,0,0,1,0
1220,740,0,37,5,0.0,2,1,1,27528.4,0,5,798,1,0,0,0,0,1,0,0
1221,811,1,44,3,0.0,2,0,1,78439.73,0,5,859,0,0,1,0,0,1,0,0
1222,544,1,22,3,66483.32,1,0,1,110317.39,0,2,370,0,0,1,0,0,0,1,0
1223,651,0,36,8,0.0,2,1,0,91652.43,0,3,823,0,0,1,0,0,0,1,0
1224,805,1,26,2,0.0,2,1,1,25042.1,0,1,387,0,0,1,0,0,0,1,0
1225,545,0,55,5,0.0,1,0,0,10034.77,1,5,524,1,0,0,1,0,0,0,1
1226,606,1,65,10,126306.64,3,0,0,7861.68,1,5,591,0,1,0,1,0,0,0,1
1227,700,1,37,1,135179.49,1,1,0,160670.37,0,3,700,1,0,0,0,0,0,1,0
1228,792,0,59,9,101609.77,1,0,0,161479.19,1,5,779,0,1,0,1,0,0,0,1
1229,706,0,44,2,185932.18,2,1,0,65413.41,0,5,536,0,1,0,0,1,0,0,0
1230,686,1,39,4,0.0,2,1,0,155023.93,0,4,977,1,0,0,1,0,0,0,0
1231,764,0,24,0,0.0,2,1,0,88724.49,0,3,470,1,0,0,0,1,0,0,0
1232,677,0,37,3,0.0,2,1,1,38252.25,0,3,654,1,0,0,0,0,1,0,0
1233,734,0,54,3,0.0,1,1,0,130805.54,1,4,505,1,0,0,0,0,0,1,1
1234,518,1,46,3,0.0,2,1,0,76515.79,0,2,583,1,0,0,0,0,1,0,0
1235,507,1,36,9,118214.32,3,1,0,119110.03,1,3,447,0,1,0,0,1,0,0,1
1236,706,1,32,5,88348.43,2,1,1,104181.78,0,2,641,0,1,0,0,0,0,1,0
1237,652,1,35,7,104015.54,2,1,1,55207.88,0,1,926,0,1,0,0,0,1,0,0
1238,773,1,52,2,0.0,2,1,0,57337.79,0,5,607,0,0,1,0,0,1,0,0
1239,765,1,36,8,92310.54,2,1,1,72924.56,0,3,547,0,1,0,1,0,0,0,0
1240,427,1,33,8,0.0,1,1,1,13858.95,0,4,959,1,0,0,0,0,0,1,0
1241,545,1,45,6,93796.42,2,1,1,162321.26,0,3,577,0,1,0,0,1,0,0,0
1242,711,0,41,3,145754.91,1,1,1,101455.07,0,3,244,1,0,0,0,0,1,0,0
1243,694,1,60,9,0.0,1,1,1,57088.97,0,4,647,1,0,0,0,1,0,0,0
1244,535,0,48,9,0.0,1,1,0,149892.79,1,4,697,1,0,0,0,1,0,0,1
1245,644,0,26,4,153455.72,2,1,1,82696.84,0,5,944,0,0,1,0,0,1,0,0
1246,796,0,45,2,109730.22,1,1,1,123882.73,0,2,267,1,0,0,1,0,0,0,0
1247,608,1,27,4,153325.1,1,1,1,199953.33,0,3,778,0,0,1,0,0,0,1,0
1248,567,1,39,5,0.0,2,0,0,168521.72,0,3,709,1,0,0,0,1,0,0,0
1249,796,1,41,8,107525.07,1,1,0,18510.41,0,2,606,0,0,1,0,0,0,1,0
1250,696,0,43,4,0.0,2,1,1,66406.37,0,4,678,0,0,1,1,0,0,0,0
1251,615,0,41,9,109013.23,1,1,0,196499.96,0,1,561,0,0,1,0,0,1,0,0
1252,648,1,23,9,168372.52,1,1,0,134676.72,0,4,883,1,0,0,1,0,0,0,0
1253,564,1,48,5,132876.23,1,1,0,79259.77,0,1,741,0,0,1,1,0,0,0,0
1254,715,1,21,6,76467.16,1,1,1,173511.72,0,4,995,1,0,0,0,1,0,0,0
1255,689,0,46,7,52016.08,2,1,1,72993.65,0,3,384,1,0,0,1,0,0,0,0
1256,660,1,33,0,72783.42,1,0,0,181051.99,0,1,553,1,0,0,0,0,1,0,0
1257,559,0,38,8,95139.41,1,1,1,86575.46,0,4,286,1,0,0,0,0,1,0,0
1258,678,0,22,4,174852.89,1,1,1,28149.06,0,3,333,1,0,0,0,0,1,0,0
1259,621,0,59,2,0.0,2,1,1,171364.18,0,4,740,0,0,1,0,0,1,0,0
1260,650,0,35,3,165982.43,2,1,1,24482.16,0,2,306,0,1,0,0,0,1,0,0
1261,534,1,35,4,0.0,2,0,0,9541.15,0,2,784,0,0,1,0,0,1,0,0
1262,529,0,39,2,82766.43,1,1,1,122925.44,0,3,574,0,0,1,0,1,0,0,0
1263,653,1,47,6,0.0,1,1,0,50695.93,1,2,622,1,0,0,0,0,0,1,1
1264,680,1,27,3,0.0,1,1,0,32454.26,0,3,875,1,0,0,1,0,0,0,0
1265,542,0,59,2,68892.77,2,1,0,7905.06,1,5,442,1,0,0,1,0,0,0,1
1266,707,1,48,8,88441.64,1,1,1,119903.2,1,2,244,0,0,1,1,0,0,0,1
1267,628,1,40,5,181768.32,2,1,1,129107.97,0,2,307,0,1,0,0,0,0,1,0
1268,829,1,28,3,132405.52,3,1,0,104889.2,1,1,536,0,1,0,0,0,1,0,1
1269,745,0,28,6,0.0,2,1,0,154389.18,0,4,649,1,0,0,0,0,0,1,0
1270,555,1,50,7,128061.0,2,1,1,62375.1,0,4,977,0,0,1,0,1,0,0,0
1271,516,0,45,4,0.0,1,1,0,95273.73,1,5,255,1,0,0,0,0,0,1,1
1272,486,0,40,9,71340.09,1,1,0,76192.21,0,4,530,0,1,0,0,0,1,0,0
1273,699,0,54,3,111009.32,1,1,1,155905.79,1,5,241,0,1,0,1,0,0,0,1
1274,527,1,28,6,128396.33,2,1,0,79919.97,0,5,882,0,0,1,0,0,0,1,0
1275,789,0,53,1,158271.74,1,1,1,5036.39,1,1,296,1,0,0,0,0,0,1,1
1276,492,1,39,10,124576.65,2,1,0,148584.61,0,5,560,0,1,0,0,1,0,0,0
1277,722,1,34,8,0.0,2,1,1,133447.49,0,1,523,1,0,0,1,0,0,0,0
1278,665,0,40,6,0.0,1,1,1,161848.03,0,2,651,1,0,0,0,0,0,1,0
1279,546,0,25,3,132837.7,1,1,0,131647.31,0,3,440,0,1,0,0,0,1,0,0
1280,572,0,38,7,0.0,2,1,1,133122.62,0,1,739,1,0,0,0,0,1,0,0
1281,719,1,28,3,106070.29,2,1,1,183893.31,0,3,802,0,1,0,0,1,0,0,0
1282,594,0,56,7,0.0,1,1,0,26215.85,1,5,709,1,0,0,0,0,0,1,1
1283,702,0,40,1,103549.24,1,0,0,9712.52,1,3,804,1,0,0,1,0,0,0,1
1284,758,1,40,3,0.0,2,0,0,96097.65,0,1,864,0,0,1,1,0,0,0,0
1285,760,0,34,6,58003.41,1,1,0,90346.1,0,5,785,0,1,0,0,0,0,1,0
1286,678,0,31,1,0.0,2,0,1,130446.65,0,2,246,1,0,0,0,1,0,0,0
1287,545,1,30,3,0.0,2,1,0,170307.43,0,4,396,1,0,0,0,0,1,0,0
1288,611,0,29,4,78885.88,2,1,1,26927.69,0,3,914,0,1,0,0,0,0,1,0
1289,563,0,34,6,0.0,2,0,0,36536.93,0,1,256,1,0,0,0,1,0,0,0
1290,462,1,27,4,176913.52,1,1,0,80587.27,0,2,513,1,0,0,0,0,0,1,0
1291,757,1,23,2,80673.96,2,1,0,93991.65,0,5,277,1,0,0,1,0,0,0,0
1292,806,0,32,3,63763.49,1,1,0,156593.09,0,1,411,1,0,0,0,1,0,0,0
1293,640,1,37,5,158024.38,1,1,0,81298.09,0,1,749,0,0,1,0,1,0,0,0
1294,720,0,38,10,0.0,2,1,1,56229.72,1,2,966,1,0,0,0,1,0,0,1
1295,850,0,39,7,79259.99,1,0,1,186910.74,0,1,976,1,0,0,1,0,0,0,0
1296,673,1,40,1,121629.22,1,1,1,3258.6,0,3,313,0,0,1,1,0,0,0,0
1297,589,0,31,10,110635.32,1,1,0,148218.86,0,5,728,1,0,0,0,0,0,1,0
1298,438,1,60,7,78391.17,1,0,1,49424.6,0,4,262,1,0,0,0,1,0,0,0
1299,705,0,46,4,115518.07,1,0,0,76544.9,1,3,576,0,1,0,0,0,1,0,1
1300,813,0,29,5,106059.4,1,0,0,187976.88,1,5,331,0,1,0,0,1,0,0,1
1301,681,1,37,8,73179.34,2,1,1,25292.53,0,4,242,0,1,0,0,1,0,0,0
1302,642,1,49,4,120688.61,1,1,0,24770.22,1,1,641,0,1,0,0,1,0,0,1
1303,612,0,31,8,117989.76,1,1,1,54129.86,0,4,409,1,0,0,0,0,0,1,0
1304,586,1,33,9,0.0,1,1,0,6975.02,0,5,871,1,0,0,1,0,0,0,0
1305,477,0,57,9,114023.64,2,1,1,71167.17,1,3,523,1,0,0,0,1,0,0,1
1306,701,1,33,9,147510.34,1,1,0,190611.92,0,5,228,1,0,0,1,0,0,0,0
1307,671,1,30,2,0.0,1,0,1,102057.86,0,3,743,1,0,0,0,0,1,0,0
1308,643,1,41,2,127841.52,1,1,0,172363.41,0,5,474,0,1,0,0,1,0,0,0
1309,751,0,37,9,183613.66,2,0,0,49734.94,0,3,563,1,0,0,0,0,0,1,0
1310,640,0,31,9,138857.59,1,1,0,48640.77,0,1,686,1,0,0,0,0,0,1,0
1311,850,0,27,7,43658.33,2,1,1,3025.49,0,4,585,1,0,0,0,0,1,0,0
1312,475,1,39,6,0.0,1,1,1,56999.9,1,1,388,1,0,0,0,1,0,0,1
1313,597,0,35,8,131101.04,1,1,1,192852.67,0,3,758,0,1,0,0,0,0,1,0
1314,567,1,40,7,122265.24,1,1,0,138552.74,0,1,433,0,1,0,0,0,0,1,0
1315,747,0,34,10,0.0,2,1,1,50759.8,0,3,740,1,0,0,0,1,0,0,0
1316,671,0,47,7,114603.76,2,1,0,153194.32,1,4,499,0,1,0,0,0,0,1,1
1317,602,0,43,2,113641.49,4,1,0,115116.35,1,2,679,0,1,0,0,1,0,0,1
1318,464,0,33,10,147493.7,2,1,0,100447.53,0,4,801,1,0,0,1,0,0,0,0
1319,724,0,35,0,171982.95,2,0,1,167313.07,0,2,745,0,1,0,0,1,0,0,0
1320,607,0,31,1,102523.88,1,1,1,166792.71,0,2,492,1,0,0,0,1,0,0,0
1321,694,0,58,1,143212.22,1,0,0,102628.56,1,4,323,0,1,0,1,0,0,0,1
1322,463,1,35,2,101257.16,1,1,1,118113.64,0,4,900,1,0,0,0,0,1,0,0
1323,599,1,34,2,101506.66,1,0,0,198030.24,0,3,447,0,0,1,0,0,1,0,0
1324,405,1,31,5,133299.67,2,1,1,72950.14,0,3,634,0,1,0,0,0,0,1,0
1325,746,1,36,9,127157.04,1,1,1,155700.15,0,3,948,1,0,0,0,0,0,1,0
1326,693,1,31,1,0.0,2,0,1,182270.88,0,1,304,1,0,0,0,0,0,1,0
1327,619,0,40,10,0.0,1,1,1,147093.84,1,3,298,1,0,0,1,0,0,0,1
1328,538,0,28,6,164365.44,1,0,1,5698.97,0,4,659,0,1,0,1,0,0,0,0
1329,541,1,46,6,0.0,2,1,1,83456.67,0,1,596,1,0,0,0,1,0,0,0
1330,644,1,54,6,0.0,1,0,1,84622.37,0,5,313,0,0,1,0,1,0,0,0
1331,562,1,36,5,0.0,1,0,1,182843.24,0,5,615,0,0,1,1,0,0,0,0
1332,762,1,36,5,119547.46,1,1,1,42693.65,0,5,972,1,0,0,0,1,0,0,0
1333,749,1,46,10,78136.36,2,1,1,73470.98,0,5,887,0,1,0,0,0,0,1,0
1334,509,1,26,10,0.0,2,1,1,6177.83,0,5,425,1,0,0,0,0,1,0,0
1335,554,1,26,4,121365.39,1,1,1,8742.36,0,5,926,0,1,0,1,0,0,0,0
1336,689,0,40,5,154251.67,1,0,1,118319.5,0,3,561,0,0,1,0,0,1,0,0
1337,592,1,60,9,0.0,4,1,1,13614.01,1,5,803,1,0,0,0,1,0,0,1
1338,554,1,46,4,0.0,2,0,1,57320.92,0,2,262,0,0,1,0,1,0,0,0
1339,568,0,29,2,129177.01,2,0,1,104617.99,0,3,893,0,1,0,1,0,0,0,0
1340,697,1,62,7,0.0,1,1,0,129188.18,1,4,547,0,0,1,1,0,0,0,1
1341,575,0,40,1,139532.34,1,1,0,181294.39,0,2,319,1,0,0,0,0,0,1,0
1342,582,0,38,9,135979.01,4,1,1,76582.95,1,2,876,1,0,0,0,0,0,1,1
1343,790,0,46,9,0.0,1,0,0,14679.81,1,3,258,0,0,1,0,0,0,1,1
1344,610,0,45,3,0.0,1,1,0,38276.84,1,2,589,0,0,1,1,0,0,0,1
1345,633,1,59,5,0.0,1,1,1,137273.97,0,2,532,1,0,0,0,0,0,1,0
1346,633,1,42,3,126041.02,1,0,1,11796.89,0,5,922,0,1,0,0,1,0,0,0
1347,712,0,30,1,89571.59,1,1,1,177613.19,0,3,567,1,0,0,0,0,1,0,0
1348,646,1,31,2,0.0,1,1,1,170821.43,1,4,350,0,0,1,1,0,0,0,1
1349,618,0,40,0,140306.38,1,1,0,160618.61,1,4,878,0,1,0,0,0,1,0,1
1350,672,0,23,10,110741.56,1,1,0,80778.5,0,4,455,0,1,0,0,0,0,1,0
1351,696,1,30,4,114027.7,1,1,1,193716.56,0,2,597,0,1,0,0,1,0,0,0
1352,554,0,31,6,135470.9,1,1,0,107074.81,0,3,382,0,1,0,1,0,0,0,0
1353,620,0,34,8,102251.57,1,1,0,120672.09,0,4,663,0,1,0,0,0,0,1,0
1354,529,0,43,0,123815.86,1,1,1,78463.99,1,5,703,1,0,0,1,0,0,0,1
1355,479,0,30,7,143964.36,2,1,0,41879.99,0,4,503,0,1,0,0,0,0,1,0
1356,648,0,27,7,0.0,2,1,1,163060.43,0,3,983,0,0,1,1,0,0,0,0
1357,710,0,31,3,0.0,2,1,1,112289.06,0,2,681,1,0,0,0,0,0,1,0
1358,688,1,37,7,138162.41,2,1,1,113926.31,0,2,612,0,0,1,0,1,0,0,0
1359,756,1,36,2,136815.64,1,1,1,170041.95,0,5,236,0,1,0,1,0,0,0,0
1360,679,1,58,9,109327.65,1,1,1,3829.13,0,3,902,0,0,1,1,0,0,0,0
1361,585,1,36,10,0.0,2,1,1,180318.6,0,3,722,0,0,1,0,0,0,1,0
1362,677,1,46,2,57037.74,1,1,1,158531.01,0,1,870,1,0,0,0,1,0,0,0
1363,755,1,62,1,127706.33,2,0,1,142377.69,0,2,673,1,0,0,1,0,0,0,0
1364,656,0,46,5,113402.14,2,1,1,138849.06,0,4,605,1,0,0,0,0,0,1,0
1365,428,0,31,2,0.0,2,1,0,54487.43,0,3,221,1,0,0,0,0,1,0,0
1366,850,1,41,3,136416.82,1,0,1,57844.26,0,2,264,1,0,0,0,1,0,0,0
1367,632,1,42,6,59972.26,2,0,1,148172.94,0,1,491,0,1,0,0,0,0,1,0
1368,687,1,31,3,0.0,2,0,0,48228.1,0,2,575,0,0,1,0,0,1,0,0
1369,627,0,44,5,0.0,2,1,0,82969.61,1,5,396,1,0,0,0,0,0,1,1
1370,791,1,37,2,163789.49,2,1,0,75832.53,0,3,340,1,0,0,0,1,0,0,0
1371,610,0,50,5,130554.51,3,1,0,184758.17,1,2,821,0,0,1,0,0,0,1,1
1372,524,1,50,4,0.0,2,1,1,31840.59,1,2,292,1,0,0,0,0,0,1,1
1373,649,1,41,0,0.0,2,0,1,130567.02,0,4,547,1,0,0,0,1,0,0,0
1374,516,1,35,10,104088.59,2,0,0,119666.0,0,1,565,1,0,0,0,1,0,0,0
